video_id,url,discovery_query,source_label,caption,hashtags,create_time,comment_count,gate_verdict,gate_rule,keep
7556072095428529424,https://www.tiktok.com/@dinhtayto/video/7556072095428529424,ngập Hoàn Kiếm,kw_ngap_hoan_kiem,Chương Dương Độ - Hoàn Kiếm - Hà Nội nước lên nhanh quá #xuhuong #trending #nuocsonghong ,#xuhuong #trending #nuocsonghong,2025-10-01T02:19:02+00:00,3,reject,thieu_nhom:A_ngap_lut+B_giao_thong_tac_dong,0
7558258318716767496,https://www.tiktok.com/@tttintuc24h/video/7558258318716767496,ngập Hoàn Kiếm,kw_ngap_hoan_kiem,Hà Nội ngập lụt !!! Chỗ mọi người tình hình sao rồi. Cập nhật cho mọi người nắm rõ để thuận tiện đi lại.#xuhuong #TikTokAwardsVN #hanoinews #ngaplut,#xuhuong #TikTokAwardsVN #hanoinews #ngaplut,2025-10-06T23:42:45+00:00,29,accept,du_3_nhom,1
7555754439731170568,https://www.tiktok.com/@bibi886699/video/7555754439731170568,ngập Ba Đình,kw_ngap_ba_dinh,Vịnh Đội Cấn xin chào ae ✌🏻 #BiTran #xuhuong #ngapluthanoi ,#BiTran #xuhuong #ngapluthanoi,2025-09-30T05:46:15+00:00,4,reject,thieu_nhom:A_ngap_lut+B_giao_thong_tac_dong,0
7558312333135613191,https://www.tiktok.com/@ngocquyen446/video/7558312333135613191,ngập Ba Đình,kw_ngap_ba_dinh,Ôi trời Ba Đình Hà Nội ngập trong biển nước  #xuhuong #badinhhanoi ,#xuhuong #badinhhanoi,2025-10-07T03:12:13+00:00,3,reject,thieu_nhom:B_giao_thong_tac_dong,0
7542844401739894034,https://www.tiktok.com/@chuyn.gi.mi.k3/video/7542844401739894034,ngập Ba Đình,kw_ngap_ba_dinh,cập nhật tình hình ngập lụt tại hà nội sau cơn mưa giông sáng nay  tại quảng trường ba đình #xuhuong #tintuc #baoso5  #baokajiki #duyetbinhquockhanh2025 ,#xuhuong #tintuc #baoso5 #baokajiki #duyetbinhquockhanh2025,2025-08-26T10:48:41+00:00,193,reject,thieu_nhom:B_giao_thong_tac_dong,0
7542844614059756807,https://www.tiktok.com/@nguyenthanhduong85/video/7542844614059756807,ngập Ba Đình,kw_ngap_ba_dinh,Tại Quảng Trường Ba Đình ngay lúc này. Cập Nhật Bão Số 5 tại Thủ Đô Hà Nội #baoso5 #baokajiki #hanoi #ngaplut #tintuc24h ,#baoso5 #baokajiki #hanoi #ngaplut #tintuc24h,2025-08-26T10:49:30+00:00,10,reject,thieu_nhom:A_ngap_lut+B_giao_thong_tac_dong,0
7542709203601722642,https://www.tiktok.com/@phuthohomnay/video/7542709203601722642,ngập Ba Đình,kw_ngap_ba_dinh,"QUẢNG TRƯỜNG BA ĐÌNH NGẬP NƯỚC Do ảnh hưởng của bão số 5, tại Hà Nội, mưa lớn kéo dài từ đêm qua, sáng nay, nhiều tuyến phố đã ngập sâu. Nhiều nơi khu dân cư rơi vào cảnh nước bủa vây. #mualu #baoso5 #langbac #quangtruongbadinh #hanoingaplut",#mualu #baoso5 #langbac #quangtruongbadinh #hanoingaplut,2025-08-26T02:04:02+00:00,303,reject,thieu_nhom:B_giao_thong_tac_dong,0
7555862441503051024,https://www.tiktok.com/@dbnd.vn/video/7555862441503051024,ngập Ba Đình,kw_ngap_ba_dinh,"Khu vực cuối ngõ 42 Giang Văn Minh (phường Ba Đình, Hà Nội) do mặt đường thấp trũng đã trở thành ""phễu hút nước"" khiến toàn bộ nhà dân tại đây ngập sâu sau cơn mưa lớn. Cá biệt có ngôi nhà ngập tới hơn 1 mét. Tình trạng này thường xuyên diễn ra, người dân mong muốn cơ quan chức năng có biện pháp khắc phục để đảm bảo cuộc sống. #dbnd #thoisu #daibieunhandan #anhhuongbao #ngaplut #hanoi",#dbnd #thoisu #daibieunhandan #anhhuongbao #ngaplut #hanoi,2025-09-30T12:45:40+00:00,2066,reject,thieu_nhom:B_giao_thong_tac_dong,0
7542855418775686408,https://www.tiktok.com/@anhthuandientutoghopmoi/video/7542855418775686408,ngập Ba Đình,kw_ngap_ba_dinh,#xuhuongtiktok # Quảng trường Ba Đình Hà Nội Lăng BÁC HỒ nước ngập sâu như này luôn mọi người mong nước nhanh rút #xuhuongtiktok ,#xuhuongtiktok #xuhuongtiktok,2025-08-26T11:31:26+00:00,3,reject,thieu_nhom:B_giao_thong_tac_dong,0
7542749104259058951,https://www.tiktok.com/@tiktokanhdaotuan/video/7542749104259058951,ngập Ba Đình,kw_ngap_ba_dinh,Trung tâm Ba Đình sáng nay bị ngập do ảnh hưởng bởi cơn bão số 5 #mưagióbãobùng #hanoinews #badinh #thoitiethomnay ,#mưagióbãobùng #hanoinews #badinh #thoitiethomnay,2025-08-26T04:38:55+00:00,2,reject,thieu_nhom:B_giao_thong_tac_dong,0
7555843442253827346,https://www.tiktok.com/@bibi886699/video/7555843442253827346,ngập Ba Đình,kw_ngap_ba_dinh,"Trận lụt lịch sử, khổ thật sự 🥲 #BiTran #xuhuong #ngapluthanoi ",#BiTran #xuhuong #ngapluthanoi,2025-09-30T11:31:36+00:00,1,reject,thieu_nhom:B_giao_thong_tac_dong+C_dia_diem,0
7542891748578561298,https://www.tiktok.com/@vietnamdiemden/video/7542891748578561298,ngập Ba Đình,kw_ngap_ba_dinh,Ngập quảng trường Ba Đình chiều 26/8/2025. Không biết nước có kịp rút trước buổi lễ Sơ Duyệt cấp nhà nước ngày 27/8/2025 ? #quangtruongbadinh #muangap #a80 #dieubinh #dieuhanh #dieubinhdieuhanh #concertquocgia #quockhanh2025 ,#quangtruongbadinh #muangap #a80 #dieubinh #dieuhanh #dieubinhdieuhanh #concertquocgia #quockhanh2025,2025-08-26T13:52:23+00:00,1,reject,thieu_nhom:B_giao_thong_tac_dong,0
7539403860507380999,https://www.tiktok.com/@salonanhhieu135/video/7539403860507380999,ngập Ba Đình,kw_ngap_ba_dinh,Bản vinh lại ngập rồi😭,,2025-08-17T04:17:38+00:00,191,reject,thieu_nhom:B_giao_thong_tac_dong+C_dia_diem,0
7542791341718113554,https://www.tiktok.com/@phanthuhanoi/video/7542791341718113554,ngập Ba Đình,kw_ngap_ba_dinh,Phóng viên A 80 không ngại mưa gió ngập lụt hôm nay ở Hà Nội để đến cập nhật tình hình cho các bạn xem tại Quảng Trường Ba Đình. #a80 #langbac #quangtruongbadinh ,#a80 #langbac #quangtruongbadinh,2025-08-26T07:22:49+00:00,4,reject,thieu_nhom:B_giao_thong_tac_dong,0
7555955618499087623,https://www.tiktok.com/@hieunguyentrung5895/video/7555955618499087623,ngập Đống Đa,kw_ngap_dong_da,Ngập lụt tại 36 Hoàng Cầu - Đống Đa,,2025-09-30T18:46:55+00:00,0,reject,thieu_nhom:B_giao_thong_tac_dong,0
7556065596627029264,https://www.tiktok.com/@langtuwebsite_13121986/video/7556065596627029264,ngập Đống Đa,kw_ngap_dong_da,"🚗🌊 Bích Câu – Đống Đa: Ô tô cố chấp lao vào đường ngập, đang bon bon thì… hoá “tàu thủy mini” nổi lềnh bềnh luôn 🥲🚤 Không hiểu sao vẫn thích liều mạng như ri cho được 🤦‍♂️😂 #HàNội #NgậpLụt #ÔTôLộiNước #BíchCâu #ĐốngĐa ",#HàNội #NgậpLụt #ÔTôLộiNước #BíchCâu #ĐốngĐa,2025-10-01T01:53:51+00:00,2,accept,du_3_nhom,1
7555954495503600903,https://www.tiktok.com/@hieunguyentrung5895/video/7555954495503600903,ngập Đống Đa,kw_ngap_dong_da,Hồ Hoàng Cầu - Đống Đa bị ngập lụt chiều tối ngày 30/9/ 2025,,2025-09-30T18:42:37+00:00,0,reject,thieu_nhom:B_giao_thong_tac_dong,0
7555785353760640274,https://www.tiktok.com/@ungthucodangsoko/video/7555785353760640274,ngập Đống Đa,kw_ngap_dong_da,"Từ 2008 đến nay, Thủ Đô mới có quả ngập chất lượng thế này ạ😂😂 #hànội #HN #bãosố10 ",#hànội #HN #bãosố10,2025-09-30T07:46:13+00:00,91,reject,thieu_nhom:B_giao_thong_tac_dong,0
7555835946080439573,https://www.tiktok.com/@phogahanoi133yenlanghn/video/7555835946080439573,ngập Đống Đa,kw_ngap_dong_da,"Khu vực cầu vượt Thái Hà , Láng , ace đi qua lưu ý ngập sâu và tắc lắm !  #ngập #lụt #bão #bualoi #đốngđa ",#ngập #lụt #bão #bualoi #đốngđa,2025-09-30T11:02:32+00:00,3,reject,thieu_nhom:C_dia_diem,0
7555775006907665671,https://www.tiktok.com/@quangiavang/video/7555775006907665671,ngập Đống Đa,kw_ngap_dong_da,Đường này ngập sâu lắm cả nhà nhé ko đi đc đâu#xuhuongtiktok# Hanoi#xuhuong #,#xuhuongtiktok #xuhuong,2025-09-30T07:06:05+00:00,11,reject,thieu_nhom:C_dia_diem,0
7555759521126305031,https://www.tiktok.com/@manhcuong4616/video/7555759521126305031,ngập Hai Bà Trưng,kw_ngap_hai_ba_trung,"Ngày thứ 2 mưa bão ở Hà Nội cả nhà ạ, Vịnh Hai Bà Trưng, chỗ các bạn thế nào, có ngập sâu không, cập nhật tình hình nhé cả nhà#bao #bãolụtmiềntrung #muabao#ngaplut ",#bao #bãolụtmiềntrung #muabao #ngaplut,2025-09-30T06:05:58+00:00,25,reject,thieu_nhom:B_giao_thong_tac_dong,0
7558322270582689041,https://www.tiktok.com/@kientiger86/video/7558322270582689041,ngập Cầu Giấy,kw_ngap_cau_giay,Xuân Thủy đoạn đối diện Trần Quốc Vượng - Cầu Giấy - Hà Nội đang ngập nặng #TikTokAwardsVN #kientiger #viral #mưagióbãobùng #hanoi ,#TikTokAwardsVN #kientiger #viral #mưagióbãobùng #hanoi,2025-10-07T03:51:15+00:00,5,reject,thieu_nhom:B_giao_thong_tac_dong,0
7558300734563847431,https://www.tiktok.com/@nghiadoithuong6/video/7558300734563847431,ngập Cầu Giấy,kw_ngap_cau_giay,Cầu Giấy khá ngập nhé cả nhà ơi #xuhuong #xuhuongtiktok #hanoi #tiktok #ngaplut ,#xuhuong #xuhuongtiktok #hanoi #tiktok #ngaplut,2025-10-07T02:27:12+00:00,41,reject,thieu_nhom:B_giao_thong_tac_dong,0
7558282681746803976,https://www.tiktok.com/@lana_8393/video/7558282681746803976,ngập Cầu Giấy,kw_ngap_cau_giay,Ngập hết rồi các bác ơi #ngập #mưa #hanoi #caugiay ,#ngập #mưa #hanoi #caugiay,2025-10-07T01:17:09+00:00,4,reject,thieu_nhom:B_giao_thong_tac_dong+C_dia_diem,0
7542688788217203986,https://www.tiktok.com/@baecutiii/video/7542688788217203986,ngập Cầu Giấy,kw_ngap_cau_giay,Nhưng con sông con đà … #xuhuong #ngập #caugiayhanoi ,#xuhuong #ngập #caugiayhanoi,2025-08-26T00:44:56+00:00,4,reject,thieu_nhom:B_giao_thong_tac_dong+C_dia_diem,0
7558281526073380117,https://www.tiktok.com/@123dangxuandang/video/7558281526073380117,ngập Cầu Giấy,kw_ngap_cau_giay,,,2025-10-07T01:12:43+00:00,35,reject,thieu_nhom:A_ngap_lut+B_giao_thong_tac_dong+C_dia_diem,0
7555842315856661768,https://www.tiktok.com/@vuminhcars238/video/7555842315856661768,ngập Cầu Giấy,kw_ngap_cau_giay,Khúc Thừa Dụ - Công viên Cầu Giấy thành biển rồi ae có lộ trình đổi hướng nhé #mưa #ngập #hanoi ,#mưa #ngập #hanoi,2025-09-30T11:27:14+00:00,6,accept,du_3_nhom,1
7555872997190503700,https://www.tiktok.com/@thugam2970/video/7555872997190503700,ngập Cầu Giấy,kw_ngap_cau_giay,Đường Cầu Giấy - Thành Thái ngập quá trời🥹😢đi bộ mà đi không nổi #cầugiayhanoi#lộinước#hanoi ,#cầugiayhanoi #lộinước #hanoi,2025-09-30T13:26:19+00:00,4,accept,du_3_nhom,1
7555862600102268178,https://www.tiktok.com/@akiraphat1997/video/7555862600102268178,ngập Cầu Giấy,kw_ngap_cau_giay,Tình hình ngập lụt tại Cầu Giấy #CapCut #chillwithtiktok #hanoi ,#CapCut #chillwithtiktok #hanoi,2025-09-30T12:45:59+00:00,0,reject,thieu_nhom:B_giao_thong_tac_dong,0
7555794658379468039,https://www.tiktok.com/@hoanganhxxxr/video/7555794658379468039,ngập Thanh Xuân,kw_ngap_thanh_xuan,Ngập hết cả Thanh Xuân rồ😅i#xuhuong #xuhuongtiktok #fyp ,#xuhuong #xuhuongtiktok #fyp,2025-09-30T08:22:20+00:00,4,reject,thieu_nhom:B_giao_thong_tac_dong,0
7555402369886899472,https://www.tiktok.com/@nguynbchhu5/video/7555402369886899472,ngập Thanh Xuân,kw_ngap_thanh_xuan,"Thanh Xuân! HN cũng bắt đầu ngập rồi , chỗ các bác thế nào???",,2025-09-29T07:00:04+00:00,0,reject,thieu_nhom:B_giao_thong_tac_dong,0
7542874195198315784,https://www.tiktok.com/@thangzne17/video/7542874195198315784,ngập Thanh Xuân,kw_ngap_thanh_xuan,Bảo Ngọc hay Giàu mini...#nomecathanhxuan #mo #nhaccover #nhachaymoingay #xuhuong ,#nomecathanhxuan #mo #nhaccover #nhachaymoingay #xuhuong,2025-08-26T12:44:17+00:00,1351,reject,thieu_nhom:A_ngap_lut+B_giao_thong_tac_dong+C_dia_diem,0
7542694900609879304,https://www.tiktok.com/@quangiavang/video/7542694900609879304,ngập Hoàng Mai,kw_ngap_hoang_mai,8h07 hôm nay đường Vĩnh Hưng hoàng mai ngập nhé cả nhà#xuhuongtiktok #shop đồ uống 8668#,#xuhuongtiktok #shop,2025-08-26T01:08:36+00:00,12,reject,thieu_nhom:B_giao_thong_tac_dong,0
7556117806656294162,https://www.tiktok.com/@oanhoanh29/video/7556117806656294162,ngập Hoàng Mai,kw_ngap_hoang_mai,Sáng ung dung lượn xe máy tưởng hết ngập ai ngờ vẫn ngập tại ngõ định công mọi ng ạ. May quá e vẫn bơi qua#ngập #hànội #ngậplụt #địnhconghoangmaihanoi #xuhuong ,#ngập #hànội #ngậplụt #địnhconghoangmaihanoi #xuhuong,2025-10-01T05:16:21+00:00,99,accept,du_3_nhom,1
7555851937892125959,https://www.tiktok.com/@nghainam_11k25/video/7555851937892125959,ngập Hoàng Mai,kw_ngap_hoang_mai,"Đường đã ngập đến quá nửa xe máy, nhiều xe bị chết phải dắt bộ, mưa thì càng lúc càng lớn, đứng 30p rồi chả dám nhúc nhích 🥺 #hanoi #baoso10 #ngaplut ",#hanoi #baoso10 #ngaplut,2025-09-30T12:04:35+00:00,1,reject,thieu_nhom:C_dia_diem,0
7550966635029433617,https://www.tiktok.com/@yen_12062000/video/7550966635029433617,ngập Hoàng Mai,kw_ngap_hoang_mai,"Hà lội, mưa được 15p , ngập kín lối, mà thấy cái oto đi vô ý thức quá thể. #mưagióbãobùng  #xuhuong ",#mưagióbãobùng #xuhuong,2025-09-17T08:07:15+00:00,1,reject,thieu_nhom:C_dia_diem,0
7555881985730710804,https://www.tiktok.com/@minh22022019/video/7555881985730710804,ngập Hoàng Mai,kw_ngap_hoang_mai,"Hoàng mai , ngập gần đến đầu gối#xuhuong #vairalvideo #hanoi #mưa #lulutmienbac ",#xuhuong #vairalvideo #hanoi #mưa #lulutmienbac,2025-09-30T14:01:12+00:00,2,reject,thieu_nhom:B_giao_thong_tac_dong,0
7542718210399866128,https://www.tiktok.com/@caaa_rott/video/7542718210399866128,ngập Hà Đông,kw_ngap_ha_dong,Mưa thông từ hôm qua rồi Quang Trung -Hà Đông - Hà Nội #hanoi #ngậplụt #xuhuong #tiktok #bão ,#hanoi #ngậplụt #xuhuong #tiktok #bão,2025-08-26T02:42:22+00:00,40,reject,thieu_nhom:B_giao_thong_tac_dong,0
7555753363112054024,https://www.tiktok.com/@onlinetoday2/video/7555753363112054024,ngập Hà Đông,kw_ngap_ha_dong,"Yên Nghĩa, Hà Đông 30/9 mưa lớn ngập trên diện rộng",,2025-09-30T05:42:06+00:00,193,reject,thieu_nhom:B_giao_thong_tac_dong,0
7542829563416546567,https://www.tiktok.com/@myphamanhtu2/video/7542829563416546567,ngập Hà Đông,kw_ngap_ha_dong,Rất nóng.ngập lụt tại cầu yên nghĩa hà đông#suhuong #tintuc #theanh28 #anhtutv1 #suhuongtoc2022 ,#suhuong #tintuc #theanh28 #anhtutv1 #suhuongtoc2022,2025-08-26T09:51:07+00:00,4,reject,thieu_nhom:B_giao_thong_tac_dong,0
7558277543363628289,https://www.tiktok.com/@hailoan22/video/7558277543363628289,ngập Hà Đông,kw_ngap_ha_dong,Ngập viện 103 #ngap #hanoi #07/10/2025,#ngap #hanoi #07,2025-10-07T00:58:05+00:00,143,reject,thieu_nhom:B_giao_thong_tac_dong+C_dia_diem,0
7542710972260044040,https://www.tiktok.com/@global_speed01/video/7542710972260044040,ngập Tây Hồ,kw_ngap_tay_ho,Hồ tây đã ngập tràn lên đường,,2025-08-26T02:10:55+00:00,163,reject,thieu_nhom:B_giao_thong_tac_dong+C_dia_diem,0
7542682121232698631,https://www.tiktok.com/@viet2k/video/7542682121232698631,ngập Tây Hồ,kw_ngap_tay_ho,Ai có thuyền cứu tôi ở nờ hồ tây  phat #ngaplut ,#ngaplut,2025-08-26T00:19:02+00:00,942,reject,thieu_nhom:A_ngap_lut+B_giao_thong_tac_dong+C_dia_diem,0
7542724279675194631,https://www.tiktok.com/@chuyendiconghia/video/7542724279675194631,ngập Tây Hồ,kw_ngap_tay_ho,Hồ tây đã lên bờ… #bandendaychua #bao ,#bandendaychua #bao,2025-08-26T03:02:35+00:00,4,reject,thieu_nhom:A_ngap_lut+B_giao_thong_tac_dong+C_dia_diem,0
7555747188534496519,https://www.tiktok.com/@pehuyen_86/video/7555747188534496519,ngập Tây Hồ,kw_ngap_tay_ho,Ngập qué r,,2025-09-30T05:18:07+00:00,28,reject,thieu_nhom:B_giao_thong_tac_dong+C_dia_diem,0
7542825936379448583,https://www.tiktok.com/@gautruc.689x/video/7542825936379448583,ngập Tây Hồ,kw_ngap_tay_ho,Cập nhật đoạn đường Võ Chí Công- Lotte Tây Hồ nhé ạ. ,,2025-08-26T09:37:04+00:00,120,reject,thieu_nhom:A_ngap_lut+B_giao_thong_tac_dong,0
7555832758686256402,https://www.tiktok.com/@dento.vn1/video/7555832758686256402,ngập Tây Hồ,kw_ngap_tay_ho,"Hà Nội ngập nặng, Hồ Tây biến thành “biển”… nhưng cần thủ vẫn không bỏ cuộc",,2025-09-30T10:50:10+00:00,11,reject,thieu_nhom:B_giao_thong_tac_dong,0
7558676657343728903,https://www.tiktok.com/@tienlongbds/video/7558676657343728903,ngập Tây Hồ,kw_ngap_tay_ho,Cập nhật tối 7/10/2025 tại Ciputra Tây Hồ. #ciputra #bietthu #tayho #nguyentienlong ,#ciputra #bietthu #tayho #nguyentienlong,2025-10-08T02:46:02+00:00,4,reject,thieu_nhom:A_ngap_lut+B_giao_thong_tac_dong,0
7542823595387522322,https://www.tiktok.com/@thuvillashanoi/video/7542823595387522322,ngập Tây Hồ,kw_ngap_tay_ho,Starlake Tây Hồ Tây- ngày bão số 5 đổ bộ Cùng chung cảnh ngập với ACE khắp nơi nè #thuvillas #starlake ,#thuvillas #starlake,2025-08-26T09:28:02+00:00,8,reject,thieu_nhom:B_giao_thong_tac_dong,0
