article_url,publisher,discovery_query,title,published_at,gate_verdict,gate_rule,in_date_window,has_comments_confirmed,keep
https://thanhnien.vn/nguyen-nhan-khien-duong-canh-du-an-chong-ngap-600-ti-bi-ngap-suot-4-tieng-185260917163751793.htm,Thanh Nien,Hà Nội ngập,Nguyên nhân khiến đường cạnh dự án chống ngập 600 tỉ bị ngập suốt 4 tiếng,2026-09-17T16:58:00+07:00,reject,thieu_nhom:C_dia_diem,no,yes,0
https://thanhnien.vn/chuyen-dong-12h-phan-cong-khanh-hau-toa-nhieu-truong-o-ha-noi-nghi-hoc-vi-ngap-185260917120248878.htm,Thanh Nien,Hà Nội ngập,Chuyển động 12h: Phan Công Khanh hầu tòa | Nhiều trường ở Hà Nội nghỉ học vì ngập,2026-09-17T11:58:00+07:00,accept,du_3_nhom,no,yes,0
https://thanhnien.vn/duong-huyet-mach-canh-du-an-chong-ngap-600-ti-vo-tran-vi-ngap-185260917090941961.htm,Thanh Nien,Hà Nội ngập,Đường huyết mạch cạnh dự án chống ngập 600 tỉ vỡ trận vì ngập,2026-09-17T09:36:00+07:00,reject,thieu_nhom:C_dia_diem,no,yes,0
https://thanhnien.vn/mua-lon-ngap-duong-nguoi-ha-noi-lai-bi-bom-di-lam-185240916080700476.htm,Thanh Nien,đường ngập Hà Nội,"Mưa lớn ngập đường, người Hà Nội lại bì bõm đi làm",2024-09-16T08:11:00+07:00,accept,du_3_nhom,no,yes,0
https://thanhnien.vn/xem-nhanh-20h-ngay-189-dan-ngo-ha-noi-nhin-di-ve-sinh-vi-ngap-tim-thay-thi-the-nghi-la-nam-sinh-mat-tich-185260918194714052.htm,Thanh Nien,ngập Hà Nội,Xem nhanh 20h ngày 18.9: Dân ngõ Hà Nội ‘nhịn đi vệ sinh’ vì ngập | Tìm thấy thi thể nghi là nam sinh mất tích,2026-09-18T20:00:00+07:00,accept,du_3_nhom,no,yes,0
https://thanhnien.vn/dan-ngo-nhin-di-ve-sinh-thuc-dem-bom-nuoc-ra-khoi-nha-sau-tran-mua-lon-o-ha-noi-185260918155238727.htm,Thanh Nien,ngập Hà Nội,"Dân ngõ nhịn đi vệ sinh, thức đêm bơm nước ra khỏi nhà sau trận mưa lớn ở Hà Nội",2026-09-18T17:18:00+07:00,reject,thieu_nhom:A_ngap_lut,no,yes,0
https://thanhnien.vn/tim-kiem-nam-sinh-nghi-mat-tich-khi-di-qua-khu-vuc-ngap-o-ha-noi-185260918073311058.htm,Thanh Nien,ngập Hà Nội,Tìm kiếm nam sinh nghi mất tích khi đi qua khu vực ngập ở Hà Nội,2026-09-18T07:52:00+07:00,accept,du_3_nhom,no,yes,0
https://thanhnien.vn/nhung-diem-ngap-sau-o-ha-noi-sang-179-185260917112557656.htm,Thanh Nien,ngập Hà Nội,Những điểm ngập sâu ở Hà Nội sáng 17.9,2026-09-17T11:53:00+07:00,accept,du_3_nhom,no,yes,0
https://thanhnien.vn/ha-noi-mua-nhieu-ngay-nhung-giam-diem-ngap-sau-va-nuoc-rut-nhanh-185260825125208637.htm,Thanh Nien,ngập Hà Nội,Hà Nội mưa nhiều ngày nhưng giảm điểm ngập sâu và nước rút nhanh,2026-08-26T05:00:00+07:00,accept,du_3_nhom,no,yes,0
https://thanhnien.vn/dien-mao-7-ho-chong-ngap-khan-cap-cho-ha-noi-truoc-mua-mua-185260728151949623.htm,Thanh Nien,ngập Hà Nội,Diện mạo 7 hồ chống ngập khẩn cấp cho Hà Nội trước mùa mưa,2026-07-28T17:07:00+07:00,accept,du_3_nhom,no,yes,0
https://thanhnien.vn/nhieu-tuyen-duong-nham-nho-nut-vo-sau-cai-tao-chong-ngap-tai-ha-noi-185260717143910083.htm,Thanh Nien,ngập Hà Nội,"Nhiều tuyến đường nham nhở, nứt vỡ sau cải tạo chống ngập tại Hà Nội",2026-07-17T15:08:00+07:00,accept,du_3_nhom,no,yes,0
https://thanhnien.vn/he-thong-chong-ung-ngap-cua-ha-noi-da-phat-huy-tac-dung-rat-tot-185260715133452549.htm,Thanh Nien,ngập Hà Nội,Hệ thống chống úng ngập của Hà Nội đã phát huy tác dụng rất tốt,2026-07-15T15:23:00+07:00,accept,du_3_nhom,no,yes,0
https://thanhnien.vn/chong-ngap-o-ha-noi-ky-3-giai-phap-truoc-mat-va-tam-nhin-thien-nien-ky-185251029162729776.htm,Thanh Nien,ngập Hà Nội,Chống ngập ở Hà Nội - Kỳ 3: Giải pháp trước mắt và tầm nhìn thiên niên kỷ,2025-11-01T13:27:00+07:00,accept,du_3_nhom,no,yes,0
https://thanhnien.vn/chong-ngap-o-ha-noi-ky-2-ho-ao-be-tong-hoa-va-tu-duy-nhiem-ky-185251029155053092.htm,Thanh Nien,ngập Hà Nội,"Chống ngập ở Hà Nội - Kỳ 2: Hồ ao, bê tông hóa và tư duy nhiệm kỳ",2025-10-31T11:20:00+07:00,accept,du_3_nhom,no,yes,0
https://thanhnien.vn/ha-noi-ngap-sau-mat-dien-nguoi-dan-bi-bom-loi-ve-nha-185251001090702031.htm,Thanh Nien,ngập Ha Noi,"Hà Nội: Ngập sâu, mất điện, người dân bì bõm lội về nhà",2025-10-01T11:03:00+07:00,accept,du_3_nhom,yes,yes,1
https://thanhnien.vn/toan-canh-17h-ngap-lut-kinh-hoang-o-ha-noi-tuyen-an-cuu-tong-giam-doc-cong-ty-sjc-185250930160951172.htm,Thanh Nien,ngập Ha Noi,Toàn cảnh 17h: Ngập lụt kinh hoàng ở Hà Nội | Tuyên án cựu Tổng giám đốc Công ty SJC,2025-09-30T17:00:00+07:00,accept,du_3_nhom,yes,yes,1
https://thanhnien.vn/ha-noi-ngap-sau-dich-vu-xe-keo-cong-xe-may-qua-bien-nuoc-no-ro-gia-bao-nhieu-luot-185250826150108966.htm,Thanh Nien,ngập Ha Noi,"Hà Nội ngập sâu, dịch vụ xe kéo cõng xe máy qua biển nước nở rộ: Giá bao nhiêu/lượt?",2025-08-26T15:30:00+07:00,accept,du_3_nhom,yes,yes,1
https://thanhnien.vn/lu-song-hong-dang-cao-vuot-xa-moc-lich-su-1968-ha-noi-nguy-co-ngap-nang-185240910141203995.htm,Thanh Nien,ngập Ha Noi,"Lũ sông Hồng dâng cao vượt xa mốc lịch sử 1968, Hà Nội nguy cơ ngập nặng",2024-09-10T15:26:00+07:00,accept,du_3_nhom,no,yes,0
https://thanhnien.vn/ha-noi-cam-nhieu-loai-xe-qua-cau-chuong-duong-giua-luc-nuoc-song-hong-dang-cao-185240910095231107.htm,Thanh Nien,ngập Ha Noi,Hà Nội cấm nhiều loại xe qua cầu Chương Dương giữa lúc nước sông Hồng dâng cao,2024-09-10T09:58:00+07:00,reject,thieu_nhom:A_ngap_lut,no,yes,0
https://thanhnien.vn/ha-noi-mua-ca-ngay-nhieu-tuyen-pho-chim-trong-bien-nuoc-18524072409064169.htm,Thanh Nien,ngập Ha Noi,"Hà Nội mưa cả ngày, nhiều tuyến phố chìm trong biển nước",2024-07-24T09:14:00+07:00,reject,thieu_nhom:A_ngap_lut,no,yes,0
https://thanhnien.vn/ha-noi-xuat-hien-lo-cot-du-an-chong-ngap-duong-nguyen-trai-tac-cang-them-tac-185260317185542339.htm,Thanh Nien,ngập Nguyễn Trãi,"Hà Nội: Xuất hiện lô cốt dự án chống ngập, đường Nguyễn Trãi tắc càng thêm tắc",2026-03-17T19:08:00+07:00,accept,du_3_nhom,no,yes,0
https://thanhnien.vn/mua-lon-dien-rong-ha-noi-canh-bao-hang-loat-diem-ngap-ung-185240911161805903.htm,Thanh Nien,ngập Đại lộ Thăng Long,"Mưa lớn diện rộng, Hà Nội cảnh báo hàng loạt điểm ngập úng",2024-09-11T16:38:00+07:00,accept,du_3_nhom,no,yes,0
https://vietnamnet.vn/nha-giau-cung-khoc-biet-thu-trieu-do-o-ha-noi-ngap-giua-bien-nuoc-2556080.html,VietnamNet,Hà Nội ngập,‘Nhà giàu cũng khóc’: Biệt thự triệu đô ở Hà Nội ngập giữa ‘biển nước’,2026-09-17T14:51:00+07:00,reject,thieu_nhom:B_giao_thong_tac_dong,no,yes,0
https://vietnamnet.vn/ha-noi-mua-lon-keo-dai-cac-cong-trinh-chong-ngap-khan-cap-hoat-dong-the-nao-2556038.html,VietnamNet,Hà Nội ngập,"Hà Nội mưa lớn kéo dài, các công trình chống ngập khẩn cấp hoạt động thế nào?",2026-09-17T11:48:00+07:00,accept,du_3_nhom,no,yes,0
